FUND NAME,FINANCIAL TYPE,INSTRUMENT IDENTIFIER,YEAR,MONTH,PRICE BREAK
Applebead,Equities,CPRT,2022,11,0.0
Magnum,Equities,CPRT,2022,12,0.0
Applebead,Equities,CPRT,2022,12,0.0
Gohen,Equities,CPT,2023,1,0.0
Gohen,Equities,CPT,2023,2,0.0
Gohen,Equities,CPT,2023,3,0.0
Gohen,Equities,CPT,2023,4,0.0
Gohen,Equities,CPT,2023,5,0.0
Gohen,Equities,CPT,2023,6,0.0
Gohen,Equities,CPT,2023,7,0.0
Gohen,Equities,CPT,2023,8,0.0
Gohen,Equities,CPT,2022,9,0.0
Gohen,Equities,CPT,2022,10,-11.24499999999999
Gohen,Equities,CPT,2022,11,0.0
Gohen,Equities,CPT,2022,12,0.0
Belaware,Equities,CRL,2023,1,0.0
Magnum,Equities,CRL,2023,1,0.0
Applebead,Equities,CRL,2023,1,0.0
Trustmind,Equities,CRL,2023,1,0.0
Magnum,Equities,CRL,2023,2,0.0
Belaware,Equities,CRL,2023,2,0.0
Applebead,Equities,CRL,2023,2,0.0
Trustmind,Equities,CRL,2023,2,0.0
Belaware,Equities,CRL,2023,3,0.0
Magnum,Equities,CRL,2023,3,0.0
Applebead,Equities,CRL,2023,3,0.0
Trustmind,Equities,CRL,2023,3,0.0
Belaware,Equities,CRL,2023,4,0.0
Magnum,Equities,CRL,2023,4,0.0
Applebead,Equities,CRL,2023,4,0.0
Trustmind,Equities,CRL,2023,4,0.0
Belaware,Equities,CRL,2023,5,0.0
Magnum,Equities,CRL,2023,5,0.0
Applebead,Equities,CRL,2023,5,0.0
Trustmind,Equities,CRL,2023,5,0.0
Belaware,Equities,CRL,2023,6,0.0
Magnum,Equities,CRL,2023,6,0.0
Applebead,Equities,CRL,2023,6,0.0
Trustmind,Equities,CRL,2023,6,0.0
Belaware,Equities,CRL,2023,7,0.0
Magnum,Equities,CRL,2023,7,0.0
Applebead,Equities,CRL,2023,7,0.0
Trustmind,Equities,CRL,2023,7,0.0
Belaware,Equities,CRL,2023,8,0.0
Magnum,Equities,CRL,2023,8,0.0
Applebead,Equities,CRL,2023,8,0.0
Trustmind,Equities,CRL,2023,8,0.0
Belaware,Equities,CRL,2022,9,0.0
Magnum,Equities,CRL,2022,9,0.0
Applebead,Equities,CRL,2022,9,0.0
Trustmind,Equities,CRL,2022,9,0.0
Magnum,Equities,CRL,2022,10,-21.224999999999994
Belaware,Equities,CRL,2022,10,-21.224999999999994
Applebead,Equities,CRL,2022,10,-21.224999999999994
Trustmind,Equities,CRL,2022,10,-21.224999999999994
Belaware,Equities,CRL,2022,11,0.0
Magnum,Equities,CRL,2022,11,0.0
Applebead,Equities,CRL,2022,11,0.0
Trustmind,Equities,CRL,2022,11,0.0
Magnum,Equities,CRL,2022,12,0.0
Belaware,Equities,CRL,2022,12,0.0
Applebead,Equities,CRL,2022,12,0.0
Trustmind,Equities,CRL,2022,12,0.0
Leeder,Equities,CRM,2023,1,0.0
Leeder,Equities,CRM,2023,2,0.0
Leeder,Equities,CRM,2023,3,0.0
Leeder,Equities,CRM,2023,4,0.0
Leeder,Equities,CRM,2023,5,0.0
Leeder,Equities,CRM,2023,6,0.0
Leeder,Equities,CRM,2023,7,0.0
Leeder,Equities,CRM,2023,8,0.0
Leeder,Equities,CRM,2022,9,0.0
Leeder,Equities,CRM,2022,10,-16.258999999999986
Leeder,Equities,CRM,2022,11,0.0
Leeder,Equities,CRM,2022,12,0.0
Applebead,Equities,CSCO,2023,1,0.0
Applebead,Equities,CSCO,2023,2,0.0
Applebead,Equities,CSCO,2023,3,0.0
Applebead,Equities,CSCO,2023,4,0.0
Applebead,Equities,CSCO,2023,5,0.0
Applebead,Equities,CSCO,2023,6,0.0
Applebead,Equities,CSCO,2023,7,0.0
Applebead,Equities,CSCO,2023,8,0.0
Applebead,Equities,CSCO,2022,9,0.0
Applebead,Equities,CSCO,2022,10,-4.440000000000005
Applebead,Equities,CSCO,2022,11,0.0
Applebead,Equities,CSCO,2022,12,0.0
Whitestone,Equities,CSGP,2023,1,0.0
Virtous,Equities,CSGP,2023,1,0.0
Whitestone,Equities,CSGP,2023,2,0.0
Virtous,Equities,CSGP,2023,2,0.0
Whitestone,Equities,CSGP,2023,3,0.0
Virtous,Equities,CSGP,2023,3,0.0
Whitestone,Equities,CSGP,2023,4,0.0
Virtous,Equities,CSGP,2023,4,0.0
Whitestone,Equities,CSGP,2023,5,0.0
Virtous,Equities,CSGP,2023,5,0.0
Whitestone,Equities,CSGP,2023,6,0.0
Virtous,Equities,CSGP,2023,6,0.0
Whitestone,Equities,CSGP,2023,7,0.0
Virtous,Equities,CSGP,2023,7,0.0
Whitestone,Equities,CSGP,2023,8,0.0
Virtous,Equities,CSGP,2023,8,0.0
Whitestone,Equities,CSGP,2022,9,0.0
Virtous,Equities,CSGP,2022,9,0.0
Whitestone,Equities,CSGP,2022,10,-8.272000000000006
Virtous,Equities,CSGP,2022,10,-8.272000000000006
Whitestone,Equities,CSGP,2022,11,0.0
Virtous,Equities,CSGP,2022,11,0.0
Whitestone,Equities,CSGP,2022,12,0.0
Virtous,Equities,CSGP,2022,12,0.0
Wallington,Equities,CSX,2023,1,0.0
Trustmind,Equities,CSX,2023,1,0.0
Wallington,Equities,CSX,2023,2,0.0
Trustmind,Equities,CSX,2023,2,0.0
Wallington,Equities,CSX,2023,3,0.0
Trustmind,Equities,CSX,2023,3,0.0
Wallington,Equities,CSX,2023,4,0.0
Trustmind,Equities,CSX,2023,4,0.0
Wallington,Equities,CSX,2023,5,0.0
Trustmind,Equities,CSX,2023,5,0.0
Wallington,Equities,CSX,2023,6,0.0
Trustmind,Equities,CSX,2023,6,0.0
Wallington,Equities,CSX,2023,7,0.0
Trustmind,Equities,CSX,2023,7,0.0
Wallington,Equities,CSX,2023,8,0.0
Trustmind,Equities,CSX,2023,8,0.0
Wallington,Equities,CSX,2022,9,0.0
Trustmind,Equities,CSX,2022,9,0.0
Wallington,Equities,CSX,2022,10,-2.8759999999999977
Trustmind,Equities,CSX,2022,10,-2.8759999999999977
Wallington,Equities,CSX,2022,11,0.0
Trustmind,Equities,CSX,2022,11,0.0
Wallington,Equities,CSX,2022,12,0.0
Trustmind,Equities,CSX,2022,12,0.0
Belaware,Equities,CTAS,2023,1,0.0
Belaware,Equities,CTAS,2023,2,0.0
Belaware,Equities,CTAS,2023,3,0.0
Belaware,Equities,CTAS,2023,4,0.0
Belaware,Equities,CTAS,2023,5,0.0
Belaware,Equities,CTAS,2023,6,0.0
Belaware,Equities,CTAS,2023,7,0.0
Belaware,Equities,CTAS,2023,8,0.0
Belaware,Equities,CTAS,2022,9,0.0
Belaware,Equities,CTAS,2022,10,-42.315
Belaware,Equities,CTAS,2022,11,0.0
Belaware,Equities,CTAS,2022,12,0.0
Belaware,Equities,CTSH,2023,1,0.0
Gohen,Equities,CTSH,2023,1,0.0
Belaware,Equities,CTSH,2023,2,0.0
Gohen,Equities,CTSH,2023,2,0.0
Belaware,Equities,CTSH,2023,3,0.0
Gohen,Equities,CTSH,2023,3,0.0
Belaware,Equities,CTSH,2023,4,0.0
Gohen,Equities,CTSH,2023,4,0.0
Belaware,Equities,CTSH,2023,5,0.0
Gohen,Equities,CTSH,2023,5,0.0
Belaware,Equities,CTSH,2023,6,0.0
Gohen,Equities,CTSH,2023,6,0.0
Belaware,Equities,CTSH,2023,7,0.0
Gohen,Equities,CTSH,2023,7,0.0
Belaware,Equities,CTSH,2023,8,0.0
Gohen,Equities,CTSH,2023,8,0.0
Belaware,Equities,CTSH,2022,9,0.0
Gohen,Equities,CTSH,2022,9,0.0
Belaware,Equities,CTSH,2022,10,-6.116
Gohen,Equities,CTSH,2022,10,-6.116
Belaware,Equities,CTSH,2022,11,0.0
Gohen,Equities,CTSH,2022,11,0.0
Belaware,Equities,CTSH,2022,12,0.0
Gohen,Equities,CTSH,2022,12,0.0
Belaware,Equities,CVX,2023,1,0.0
Trustmind,Equities,CVX,2023,1,0.0
Belaware,Equities,CVX,2023,2,0.0
Trustmind,Equities,CVX,2023,2,0.0
Belaware,Equities,CVX,2023,3,0.0
Trustmind,Equities,CVX,2023,3,0.0
Belaware,Equities,CVX,2023,4,0.0
Trustmind,Equities,CVX,2023,4,0.0
Belaware,Equities,CVX,2023,5,0.0
Trustmind,Equities,CVX,2023,5,0.0
Belaware,Equities,CVX,2023,6,0.0
Trustmind,Equities,CVX,2023,6,0.0
Belaware,Equities,CVX,2023,7,0.0
Trustmind,Equities,CVX,2023,7,0.0
Belaware,Equities,CVX,2023,8,0.0
Trustmind,Equities,CVX,2023,8,0.0
Belaware,Equities,CVX,2022,9,0.0
Trustmind,Equities,CVX,2022,9,0.0
Belaware,Equities,CVX,2022,10,-17.454000000000008
Trustmind,Equities,CVX,2022,10,-17.454000000000008
Belaware,Equities,CVX,2022,11,0.0
Trustmind,Equities,CVX,2022,11,0.0
Belaware,Equities,CVX,2022,12,0.0
Trustmind,Equities,CVX,2022,12,0.0
Catalysm,Equities,DAL,2023,1,0.0
Applebead,Equities,DAL,2023,1,0.0
Catalysm,Equities,DAL,2023,2,0.0
Applebead,Equities,DAL,2023,2,0.0
Catalysm,Equities,DAL,2023,3,0.0
Applebead,Equities,DAL,2023,3,0.0
Catalysm,Equities,DAL,2023,4,0.0
Applebead,Equities,DAL,2023,4,0.0
Catalysm,Equities,DAL,2023,5,0.0
Applebead,Equities,DAL,2023,5,0.0
Catalysm,Equities,DAL,2023,6,0.0
Applebead,Equities,DAL,2023,6,0.0
Catalysm,Equities,DAL,2023,7,0.0
Applebead,Equities,DAL,2023,7,0.0
Catalysm,Equities,DAL,2023,8,0.0
Applebead,Equities,DAL,2023,8,0.0
Catalysm,Equities,DAL,2022,9,0.0
Applebead,Equities,DAL,2022,9,0.0
Catalysm,Equities,DAL,2022,10,-3.386000000000003
Applebead,Equities,DAL,2022,10,-3.386000000000003
Catalysm,Equities,DAL,2022,11,0.0
Applebead,Equities,DAL,2022,11,0.0
Catalysm,Equities,DAL,2022,12,0.0
Applebead,Equities,DAL,2022,12,0.0
Catalysm,Equities,DD,2023,1,0.0
Whitestone,Equities,DD,2023,1,0.0
Gohen,Equities,DD,2023,1,0.0
Catalysm,Equities,DD,2023,2,0.0
Whitestone,Equities,DD,2023,2,0.0
Gohen,Equities,DD,2023,2,0.0
Catalysm,Equities,DD,2023,3,0.0
Whitestone,Equities,DD,2023,3,0.0
Gohen,Equities,DD,2023,3,0.0
Catalysm,Equities,DD,2023,4,0.0
Whitestone,Equities,DD,2023,4,0.0
Gohen,Equities,DD,2023,4,0.0
Catalysm,Equities,DD,2023,5,0.0
Gohen,Equities,DD,2023,5,0.0
Whitestone,Equities,DD,2023,5,0.0
Catalysm,Equities,DD,2023,6,0.0
Whitestone,Equities,DD,2023,6,0.0
Gohen,Equities,DD,2023,6,0.0
Catalysm,Equities,DD,2023,7,0.0
Whitestone,Equities,DD,2023,7,0.0
Gohen,Equities,DD,2023,7,0.0
Catalysm,Equities,DD,2023,8,0.0
Whitestone,Equities,DD,2023,8,0.0
Gohen,Equities,DD,2023,8,0.0
Catalysm,Equities,DD,2022,9,0.0
Whitestone,Equities,DD,2022,9,0.0
Gohen,Equities,DD,2022,9,0.0
Catalysm,Equities,DD,2022,10,-5.608999999999995
Whitestone,Equities,DD,2022,10,-5.608999999999995
Gohen,Equities,DD,2022,10,-5.608999999999995
Catalysm,Equities,DD,2022,11,0.0
Whitestone,Equities,DD,2022,11,0.0
Gohen,Equities,DD,2022,11,0.0
Catalysm,Equities,DD,2022,12,0.0
Whitestone,Equities,DD,2022,12,0.0
Gohen,Equities,DD,2022,12,0.0
Whitestone,Government Bond,DE0001030559,2023,1,0.0
Virtous,Government Bond,DE0001030559,2023,1,0.0
Whitestone,Government Bond,DE0001030559,2023,2,0.0
Virtous,Government Bond,DE0001030559,2023,2,0.0
Whitestone,Government Bond,DE0001030559,2023,3,0.0
Virtous,Government Bond,DE0001030559,2023,3,0.0
Whitestone,Government Bond,DE0001030559,2023,4,0.0
Virtous,Government Bond,DE0001030559,2023,4,0.0
Whitestone,Government Bond,DE0001030559,2023,5,0.0
Virtous,Government Bond,DE0001030559,2023,5,0.0
Whitestone,Government Bond,DE0001030559,2023,6,0.0
Virtous,Government Bond,DE0001030559,2023,6,0.0
Whitestone,Government Bond,DE0001030559,2023,7,0.0
Virtous,Government Bond,DE0001030559,2023,7,0.0
Whitestone,Government Bond,DE0001030559,2023,8,0.0
Virtous,Government Bond,DE0001030559,2023,8,0.0
Whitestone,Government Bond,DE0001030559,2022,9,0.0
Virtous,Government Bond,DE0001030559,2022,9,0.0
Whitestone,Government Bond,DE0001030559,2022,10,-13.607999999999976
Virtous,Government Bond,DE0001030559,2022,10,-13.607999999999976
Whitestone,Government Bond,DE0001030559,2022,11,0.0
Virtous,Government Bond,DE0001030559,2022,11,0.0
Whitestone,Government Bond,DE0001030559,2022,12,0.0
Virtous,Government Bond,DE0001030559,2022,12,0.0
Magnum,Government Bond,DE0001030567,2023,1,0.0
Whitestone,Government Bond,DE0001030567,2023,1,0.0
Virtous,Government Bond,DE0001030567,2023,1,0.0
Magnum,Government Bond,DE0001030567,2023,2,0.0
Whitestone,Government Bond,DE0001030567,2023,2,0.0
Virtous,Government Bond,DE0001030567,2023,2,0.0
Magnum,Government Bond,DE0001030567,2023,3,0.0
Whitestone,Government Bond,DE0001030567,2023,3,0.0
Virtous,Government Bond,DE0001030567,2023,3,0.0
Magnum,Government Bond,DE0001030567,2023,4,0.0
Whitestone,Government Bond,DE0001030567,2023,4,0.0
Virtous,Government Bond,DE0001030567,2023,4,0.0
Magnum,Government Bond,DE0001030567,2023,5,0.0
Whitestone,Government Bond,DE0001030567,2023,5,0.0
Virtous,Government Bond,DE0001030567,2023,5,0.0
Magnum,Government Bond,DE0001030567,2023,6,0.0
Whitestone,Government Bond,DE0001030567,2023,6,0.0
Virtous,Government Bond,DE0001030567,2023,6,0.0
Magnum,Government Bond,DE0001030567,2023,7,0.0
Whitestone,Government Bond,DE0001030567,2023,7,0.0
Virtous,Government Bond,DE0001030567,2023,7,0.0
Magnum,Government Bond,DE0001030567,2023,8,0.0
Whitestone,Government Bond,DE0001030567,2023,8,0.0
Virtous,Government Bond,DE0001030567,2023,8,0.0
Magnum,Government Bond,DE0001030567,2022,9,0.0
Whitestone,Government Bond,DE0001030567,2022,9,0.0
Virtous,Government Bond,DE0001030567,2022,9,0.0
Magnum,Government Bond,DE0001030567,2022,10,-12.159999999999997
Whitestone,Government Bond,DE0001030567,2022,10,-12.159999999999997
Virtous,Government Bond,DE0001030567,2022,10,-12.159999999999997
Magnum,Government Bond,DE0001030567,2022,11,0.0
Whitestone,Government Bond,DE0001030567,2022,11,0.0
Virtous,Government Bond,DE0001030567,2022,11,0.0
Magnum,Government Bond,DE0001030567,2022,12,0.0
Whitestone,Government Bond,DE0001030567,2022,12,0.0
Virtous,Government Bond,DE0001030567,2022,12,0.0
Gohen,Government Bond,DE0001030575,2023,1,0.0
Gohen,Government Bond,DE0001030575,2023,2,0.0
Gohen,Government Bond,DE0001030575,2023,3,0.0
Gohen,Government Bond,DE0001030575,2023,4,0.0
Gohen,Government Bond,DE0001030575,2023,5,0.0
Gohen,Government Bond,DE0001030575,2023,6,0.0
Gohen,Government Bond,DE0001030575,2023,7,0.0
Gohen,Government Bond,DE0001030575,2023,8,0.0
Gohen,Government Bond,DE0001030575,2022,9,0.0
Gohen,Government Bond,DE0001030575,2022,10,-18.11099999999999
Gohen,Government Bond,DE0001030575,2022,11,0.0
Gohen,Government Bond,DE0001030575,2022,12,0.0
Magnum,Equities,DFS,2023,1,0.0
Catalysm,Equities,DFS,2023,1,0.0
Trustmind,Equities,DFS,2023,1,0.0
Magnum,Equities,DFS,2023,2,0.0
Catalysm,Equities,DFS,2023,2,0.0
Trustmind,Equities,DFS,2023,2,0.0
Magnum,Equities,DFS,2023,3,0.0
Catalysm,Equities,DFS,2023,3,0.0
Trustmind,Equities,DFS,2023,3,0.0
Magnum,Equities,DFS,2023,4,0.0
Catalysm,Equities,DFS,2023,4,0.0
Trustmind,Equities,DFS,2023,4,0.0
Magnum,Equities,DFS,2023,5,0.0
Catalysm,Equities,DFS,2023,5,0.0
Trustmind,Equities,DFS,2023,5,0.0
Magnum,Equities,DFS,2023,6,0.0
Catalysm,Equities,DFS,2023,6,0.0
Trustmind,Equities,DFS,2023,6,0.0
Catalysm,Equities,DFS,2023,7,0.0
Magnum,Equities,DFS,2023,7,0.0
Trustmind,Equities,DFS,2023,7,0.0
Magnum,Equities,DFS,2023,8,0.0
Catalysm,Equities,DFS,2023,8,0.0
Trustmind,Equities,DFS,2023,8,0.0
Magnum,Equities,DFS,2022,9,0.0
Catalysm,Equities,DFS,2022,9,0.0
Trustmind,Equities,DFS,2022,9,0.0
Magnum,Equities,DFS,2022,10,-10.178999999999988
Catalysm,Equities,DFS,2022,10,-10.178999999999988
Trustmind,Equities,DFS,2022,10,-10.178999999999988
Magnum,Equities,DFS,2022,11,0.0
Catalysm,Equities,DFS,2022,11,0.0
Trustmind,Equities,DFS,2022,11,0.0
Magnum,Equities,DFS,2022,12,0.0
Catalysm,Equities,DFS,2022,12,0.0
Trustmind,Equities,DFS,2022,12,0.0
Applebead,Equities,DGX,2023,1,0.0
Gohen,Equities,DGX,2023,1,0.0
Applebead,Equities,DGX,2023,2,0.0
Gohen,Equities,DGX,2023,2,0.0
Applebead,Equities,DGX,2023,3,0.0
Gohen,Equities,DGX,2023,3,0.0
Applebead,Equities,DGX,2023,4,0.0
Gohen,Equities,DGX,2023,4,0.0
Applebead,Equities,DGX,2023,5,0.0
Gohen,Equities,DGX,2023,5,0.0
Applebead,Equities,DGX,2023,6,0.0
Gohen,Equities,DGX,2023,6,0.0
Applebead,Equities,DGX,2023,7,0.0
Gohen,Equities,DGX,2023,7,0.0
Applebead,Equities,DGX,2023,8,0.0
Gohen,Equities,DGX,2023,8,0.0
Applebead,Equities,DGX,2022,9,0.0
Gohen,Equities,DGX,2022,9,0.0
Applebead,Equities,DGX,2022,10,-14.15700000000001
Gohen,Equities,DGX,2022,10,-14.15700000000001
Applebead,Equities,DGX,2022,11,0.0
Gohen,Equities,DGX,2022,11,0.0
Applebead,Equities,DGX,2022,12,0.0
Gohen,Equities,DGX,2022,12,0.0
Magnum,Equities,DHI,2023,1,0.0
Catalysm,Equities,DHI,2023,1,0.0
Wallington,Equities,DHI,2023,1,0.0
Magnum,Equities,DHI,2023,2,0.0
Catalysm,Equities,DHI,2023,2,0.0
Wallington,Equities,DHI,2023,2,0.0
Magnum,Equities,DHI,2023,3,0.0
Catalysm,Equities,DHI,2023,3,0.0
Wallington,Equities,DHI,2023,3,0.0
Magnum,Equities,DHI,2023,4,0.0
Catalysm,Equities,DHI,2023,4,0.0
Wallington,Equities,DHI,2023,4,0.0
Magnum,Equities,DHI,2023,5,0.0
Catalysm,Equities,DHI,2023,5,0.0
Wallington,Equities,DHI,2023,5,0.0
Magnum,Equities,DHI,2023,6,0.0
Catalysm,Equities,DHI,2023,6,0.0
Wallington,Equities,DHI,2023,6,0.0
Catalysm,Equities,DHI,2023,7,0.0
Magnum,Equities,DHI,2023,7,0.0
Wallington,Equities,DHI,2023,7,0.0
Magnum,Equities,DHI,2023,8,0.0
Catalysm,Equities,DHI,2023,8,0.0
Wallington,Equities,DHI,2023,8,0.0
Magnum,Equities,DHI,2022,9,0.0
Catalysm,Equities,DHI,2022,9,0.0
Wallington,Equities,DHI,2022,9,0.0
Magnum,Equities,DHI,2022,10,-7.6129999999999995
Catalysm,Equities,DHI,2022,10,-7.6129999999999995
Wallington,Equities,DHI,2022,10,-7.6129999999999995
Magnum,Equities,DHI,2022,11,0.0
Catalysm,Equities,DHI,2022,11,0.0
Wallington,Equities,DHI,2022,11,0.0
Magnum,Equities,DHI,2022,12,0.0
Catalysm,Equities,DHI,2022,12,0.0
Wallington,Equities,DHI,2022,12,0.0
Belaware,Equities,DHR,2023,1,0.0
Magnum,Equities,DHR,2023,1,0.0
Magnum,Equities,DHR,2023,2,0.0
Belaware,Equities,DHR,2023,2,0.0
Belaware,Equities,DHR,2023,3,0.0
Magnum,Equities,DHR,2023,3,0.0
Belaware,Equities,DHR,2023,4,0.0
Magnum,Equities,DHR,2023,4,0.0
Belaware,Equities,DHR,2023,5,0.0
Magnum,Equities,DHR,2023,5,0.0
Belaware,Equities,DHR,2023,6,0.0
Magnum,Equities,DHR,2023,6,0.0
Belaware,Equities,DHR,2023,7,0.0
Magnum,Equities,DHR,2023,7,0.0
Belaware,Equities,DHR,2023,8,0.0
Magnum,Equities,DHR,2023,8,0.0
Belaware,Equities,DHR,2022,9,0.0
Magnum,Equities,DHR,2022,9,0.0
Magnum,Equities,DHR,2022,10,-25.086000000000013
Belaware,Equities,DHR,2022,10,-25.086000000000013
Belaware,Equities,DHR,2022,11,0.0
Magnum,Equities,DHR,2022,11,0.0
Magnum,Equities,DHR,2022,12,0.0
Belaware,Equities,DHR,2022,12,0.0
Whitestone,Government Bond,DK0009923807,2023,1,0.0
Gohen,Government Bond,DK0009923807,2023,1,0.0
Whitestone,Government Bond,DK0009923807,2023,2,0.0
Gohen,Government Bond,DK0009923807,2023,2,0.0
Whitestone,Government Bond,DK0009923807,2023,3,0.0
Gohen,Government Bond,DK0009923807,2023,3,0.0
Whitestone,Government Bond,DK0009923807,2023,4,0.0
Gohen,Government Bond,DK0009923807,2023,4,0.0
Gohen,Government Bond,DK0009923807,2023,5,0.0
Whitestone,Government Bond,DK0009923807,2023,5,0.0
Whitestone,Government Bond,DK0009923807,2023,6,0.0
Gohen,Government Bond,DK0009923807,2023,6,0.0
Whitestone,Government Bond,DK0009923807,2023,7,0.0
Gohen,Government Bond,DK0009923807,2023,7,0.0
Whitestone,Government Bond,DK0009923807,2023,8,0.0
Gohen,Government Bond,DK0009923807,2023,8,0.0
Whitestone,Government Bond,DK0009923807,2022,9,0.0
Gohen,Government Bond,DK0009923807,2022,9,0.0
Whitestone,Government Bond,DK0009923807,2022,10,-10.456000000000003
Gohen,Government Bond,DK0009923807,2022,10,-10.456000000000003
Whitestone,Government Bond,DK0009923807,2022,11,0.0
Gohen,Government Bond,DK0009923807,2022,11,0.0
Whitestone,Government Bond,DK0009923807,2022,12,0.0
Gohen,Government Bond,DK0009923807,2022,12,0.0
Trustmind,Equities,DLTR,2023,1,0.0
Trustmind,Equities,DLTR,2023,2,0.0
Trustmind,Equities,DLTR,2023,3,0.0
Trustmind,Equities,DLTR,2023,4,0.0
Trustmind,Equities,DLTR,2023,5,0.0
Trustmind,Equities,DLTR,2023,6,0.0
Trustmind,Equities,DLTR,2023,7,0.0
Trustmind,Equities,DLTR,2023,8,0.0
Trustmind,Equities,DLTR,2022,9,0.0
Trustmind,Equities,DLTR,2022,10,-15.849999999999994
Trustmind,Equities,DLTR,2022,11,0.0
Trustmind,Equities,DLTR,2022,12,0.0
Leeder,Equities,DOV,2023,1,0.0
Virtous,Equities,DOV,2023,1,0.0
Leeder,Equities,DOV,2023,2,0.0
Virtous,Equities,DOV,2023,2,0.0
Leeder,Equities,DOV,2023,3,0.0
Virtous,Equities,DOV,2023,3,0.0
Leeder,Equities,DOV,2023,4,0.0
Virtous,Equities,DOV,2023,4,0.0
Leeder,Equities,DOV,2023,5,0.0
Virtous,Equities,DOV,2023,5,0.0
Leeder,Equities,DOV,2023,6,0.0
Virtous,Equities,DOV,2023,6,0.0
Leeder,Equities,DOV,2023,7,0.0
Virtous,Equities,DOV,2023,7,0.0
Leeder,Equities,DOV,2023,8,0.0
Virtous,Equities,DOV,2023,8,0.0
Leeder,Equities,DOV,2022,9,0.0
Virtous,Equities,DOV,2022,9,0.0
Leeder,Equities,DOV,2022,10,-12.929000000000002
Virtous,Equities,DOV,2022,10,-12.929000000000002
Leeder,Equities,DOV,2022,11,0.0
Virtous,Equities,DOV,2022,11,0.0
Leeder,Equities,DOV,2022,12,0.0
Virtous,Equities,DOV,2022,12,0.0
Magnum,Equities,DOW,2023,1,0.0
Magnum,Equities,DOW,2023,2,0.0
Magnum,Equities,DOW,2023,3,0.0
Magnum,Equities,DOW,2023,4,0.0
Magnum,Equities,DOW,2023,5,0.0
Magnum,Equities,DOW,2023,6,0.0
Magnum,Equities,DOW,2023,7,0.0
Magnum,Equities,DOW,2023,8,0.0
Magnum,Equities,DOW,2022,9,0.0
Magnum,Equities,DOW,2022,10,-4.488999999999997
Magnum,Equities,DOW,2022,11,0.0
Magnum,Equities,DOW,2022,12,0.0
Applebead,Equities,DRI,2023,1,0.0
Applebead,Equities,DRI,2023,2,0.0
Applebead,Equities,DRI,2023,3,0.0
Applebead,Equities,DRI,2023,4,0.0
Applebead,Equities,DRI,2023,5,0.0
Applebead,Equities,DRI,2023,6,0.0
Applebead,Equities,DRI,2023,7,0.0
Applebead,Equities,DRI,2023,8,0.0
Applebead,Equities,DRI,2022,9,0.0
Applebead,Equities,DRI,2022,10,-13.972000000000008
Applebead,Equities,DRI,2022,11,0.0
Applebead,Equities,DRI,2022,12,0.0
Belaware,Equities,DVA,2023,1,0.0
Virtous,Equities,DVA,2023,1,0.0
Belaware,Equities,DVA,2023,2,0.0
Virtous,Equities,DVA,2023,2,0.0
Belaware,Equities,DVA,2023,3,0.0
Virtous,Equities,DVA,2023,3,0.0
Belaware,Equities,DVA,2023,4,0.0
Virtous,Equities,DVA,2023,4,0.0
Belaware,Equities,DVA,2023,5,0.0
Virtous,Equities,DVA,2023,5,0.0
Belaware,Equities,DVA,2023,6,0.0
Virtous,Equities,DVA,2023,6,0.0
Belaware,Equities,DVA,2023,7,0.0
Virtous,Equities,DVA,2023,7,0.0
Belaware,Equities,DVA,2023,8,0.0
Virtous,Equities,DVA,2023,8,0.0
Belaware,Equities,DVA,2022,9,0.0
Virtous,Equities,DVA,2022,9,0.0
Belaware,Equities,DVA,2022,10,-7.301000000000002
Virtous,Equities,DVA,2022,10,-7.301000000000002
Belaware,Equities,DVA,2022,11,0.0
Virtous,Equities,DVA,2022,11,0.0
Belaware,Equities,DVA,2022,12,0.0
Virtous,Equities,DVA,2022,12,0.0
Magnum,Equities,EA,2023,1,0.0
Catalysm,Equities,EA,2023,1,0.0
Magnum,Equities,EA,2023,2,0.0
Catalysm,Equities,EA,2023,2,0.0
Magnum,Equities,EA,2023,3,0.0
Catalysm,Equities,EA,2023,3,0.0
Magnum,Equities,EA,2023,4,0.0
Catalysm,Equities,EA,2023,4,0.0
Magnum,Equities,EA,2023,5,0.0
Catalysm,Equities,EA,2023,5,0.0
Magnum,Equities,EA,2023,6,0.0
Catalysm,Equities,EA,2023,6,0.0
Catalysm,Equities,EA,2023,7,0.0
Magnum,Equities,EA,2023,7,0.0
Magnum,Equities,EA,2023,8,0.0
Catalysm,Equities,EA,2023,8,0.0
Magnum,Equities,EA,2022,9,0.0
Catalysm,Equities,EA,2022,9,0.0
Magnum,Equities,EA,2022,10,-12.537000000000006
Catalysm,Equities,EA,2022,10,-12.537000000000006
Magnum,Equities,EA,2022,11,0.0
Catalysm,Equities,EA,2022,11,0.0
Magnum,Equities,EA,2022,12,0.0
Catalysm,Equities,EA,2022,12,0.0
Applebead,Equities,EBAY,2023,1,0.0
Applebead,Equities,EBAY,2023,2,0.0
Applebead,Equities,EBAY,2023,3,0.0
Applebead,Equities,EBAY,2023,4,0.0
Applebead,Equities,EBAY,2023,5,0.0
Applebead,Equities,EBAY,2023,6,0.0
Applebead,Equities,EBAY,2023,7,0.0
Applebead,Equities,EBAY,2023,8,0.0
Applebead,Equities,EBAY,2022,9,0.0
Applebead,Equities,EBAY,2022,10,-3.919000000000004
Applebead,Equities,EBAY,2022,11,0.0
Applebead,Equities,EBAY,2022,12,0.0
